Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento en Hotel;Santa Fe;1;2;1;110;14000.0;8750.0;1575.0
Departamento;Santa Fe;3;3;3;233;70000.0;12327.0;4525.5
Departamento;Roma;2;1;1;85;10150.0;4900.0;
Departamento;Narvarte;4;2;1;120;14000.0;3150.0;1050.0
Departamento;Santa Fe;4;2;1;120;10500.0;7934.5;1050.0
Departamento;Lomas de Chapultepec;3;1;1;120;22750.0;6615.0;1582.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;76;14000.0;5250.0;
Departamento;Condesa;2;1;0;88;13300.0;2544.5;490.0
Departamento;Polanco;3;1;1;104;13300.0;4200.0;350.0
Departamento;Juárez;1;1;0;48;5950.0;2537.5;
Departamento;Coyoacán;2;1;0;100;10500.0;2800.0;980.0
Departamento en Hotel;San Pedro de los Pinos;1;1;1;50;9450.0;4200.0;570.5
Tienda/Salón;Juárez;0;0;0;36;4900.0;1792.0;
Departamento;Condesa;3;1;0;98;13300.0;3374.0;805.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;40;5600.0;1277.5;339.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;530;98000.0;36764.0;5523.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;128;9800.0;6090.0;1715.0
Tienda en Centro Comercial;Centro Histórico;0;0;0;50;6300.0;;
Casa de Condominio;Santa Fe;5;2;5;900;105000.0;6650.0;4900.0
Departamento;Condesa;2;0;0;67;7350.0;2870.0;535.5
Departamento;La Loma;1;0;0;32;5600.0;1750.0;70.0
Departamento en Hotel;Santa Fe;1;1;0;50;10150.0;4725.0;1029.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3430.0;3531.5;574.0
Departamento;Coyoacán;3;1;2;270;35000.0;7350.0;3150.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;54;13300.0;36687.0;
Departamento;Condesa;3;2;2;354;47740.0;13387.5;4826.5
Casa;San Antonio Tecomitl;2;3;0;142;5600.0;;
Tienda/Salón;Lindavista Sur;0;0;0;70;7000.0;;
Departamento;Santa Fe;3;1;1;92;8750.0;4200.0;6062.0
Tienda/Salón;Roma;0;0;0;100;17500.0;1375.5;2737.0
Conjunto Comercial/Sala;Centro Histórico;0;15;0;5666;1855000.0;3.5;3.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;2100.0;2100.0;350.0
Departamento;Santa Fe;2;1;0;78;7350.0;2625.0;350.0
Conjunto Comercial/Sala;Coyoacán;0;1;0;115;38500.0;15400.0;4200.0
Conjunto Comercial/Sala;Roma;0;1;0;50;17500.0;5950.0;7224.0
Departamento;Roma;2;1;1;120;11550.0;5061.0;
Conjunto Comercial/Sala;Centro Histórico;0;4;0;288;28000.0;19908.0;4966.5
Departamento;Napoles;2;1;0;200;29750.0;8050.0;1785.0
Departamento;Coyoacán;1;0;1;48;8400.0;2681.0;304.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;374;104720.0;32725.0;5236.0
Departamento;Condesa;4;1;1;220;52500.0;4550.0;1428.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;49;7700.0;5600.0;
Departamento;Santa Fe;2;1;1;89;7700.0;4004.0;353.5
Departamento;Santa Fe;4;2;1;189;28000.0;6265.0;2401.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;28;875.0;1494.5;294.0
Departamento;Narvarte;2;0;0;40;3850.0;2597.0;70.0
Departamento;Coyoacán;3;1;1;130;27300.0;4637.5;1725.5
Departamento;Roma;2;0;0;52;6125.0;1400.0;280.0
Cocineta;Juárez;1;0;0;23;4725.0;1120.0;87.5
Conjunto Comercial/Sala;Santa Fe;0;6;0;200;35000.0;12600.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;2450.0;3531.5;574.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;30;2800.0;2975.0;700.0
Departamento;Roma;3;1;1;101;17850.0;4585.0;945.0
Departamento;Condesa;2;0;2;85;21000.0;2975.0;525.0
Galpón/Depósito/Almacén;Villa de Guadalupe;0;10;0;1209;49000.0;;17850.0
Departamento;San Antonio Tecomitl;2;0;0;60;2100.0;385.0;
Departamento;Condesa;3;1;1;229;24500.0;7000.0;1295.0
Conjunto Comercial/Sala;Villa de Cortés;0;0;0;21;1400.0;1400.0;1211.0
Departamento;Narvarte;2;0;0;80;4900.0;2163.0;245.0
Conjunto Comercial/Sala;La Condesa;0;0;0;110;5600.0;5075.0;
Departamento;Narvarte;2;1;1;85;11550.0;3150.0;
Departamento;San Miguel Chapultepec;2;1;0;55;4900.0;2327.5;168.0
Departamento;La Condesa;2;1;0;74;7700.0;2537.5;437.5
Tienda/Salón;Coyoacán;0;0;0;30;8750.0;2555.0;1015.0
Departamento;Narvarte;1;1;0;51;4550.0;1442.0;73.5
Departamento;Coyoacán;2;1;1;109;13230.0;5250.0;1071.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;44;3500.0;3150.0;980.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;160;7700.0;6860.0;1190.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;678;105000.0;34979.0;10605.0
Cocineta;Del Valle;0;0;0;24;3850.0;1505.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;50;7000.0;4130.0;675.5
Departamento;Santa Fe;2;1;1;72;8050.0;4200.0;843.5
Departamento;Santa Fe;2;2;2;100;9800.0;5600.0;1295.0
Conjunto Comercial/Sala;Condesa;0;0;0;44;6300.0;2443.0;595.0
Departamento;Napoles;3;0;0;155;9800.0;4550.0;1018.5
Tienda en Centro Comercial;San Ángel;0;0;0;60;42000.0;22750.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;65;7000.0;5565.0;385.0
Departamento;Centro Histórico;1;0;0;40;3500.0;1785.0;73.5
Conjunto Comercial/Sala;San Miguel Chapultepec;0;1;0;22;2800.0;1841.0;175.0
Departamento;Bosques de las Lomas;4;2;1;150;15750.0;5250.0;1288.0
Departamento;Condesa;1;0;0;40;7000.0;1785.0;
Departamento;Condesa;3;0;0;113;11900.0;2800.0;563.5
Departamento;Santa Fe;2;1;1;88;6650.0;4725.0;525.0
Departamento;Coyoacán;3;0;0;90;9100.0;4585.0;542.5
Departamento;Bosques de las Lomas;3;2;2;245;29750.0;7000.0;3115.0
Cocineta;Roma;0;0;0;18;2450.0;1281.0;105.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;38;4200.0;1610.0;630.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;4200.0;2520.0;
Departamento;Coyoacán;2;2;1;130;57750.0;5355.0;182.0
Departamento;Santa Fe;1;1;0;68;7350.0;3587.5;
Departamento;Tlalpan;3;1;1;130;17150.0;7350.0;1050.0
Departamento;Coyoacán;3;1;2;153;17500.0;6545.0;2065.0
Departamento;Condesa;1;0;0;38;7000.0;1960.0;241.5
Departamento;Coyoacán;2;0;0;64;11200.0;2170.0;
Casa de Condominio;Santa Fe;4;4;4;800;105000.0;9450.0;64050.0
Departamento;Santa Fe;1;1;1;82;6300.0;4550.0;927.5
Departamento en Hotel;Coyoacán;1;1;0;65;12600.0;4200.0;700.0
Departamento;Coyoacán;3;0;0;96;11900.0;2800.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;69;7000.0;2275.0;689.5
Departamento;El Contadero;2;1;0;90;5950.0;1400.0;4200.0
Departamento;Condesa;2;1;0;69;9975.0;3097.5;605.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;8750.0;3643.5;1120.0
Tienda/Salón;Centro Histórico;0;0;0;165;19250.0;12950.0;3850.0
Departamento;Condesa;3;1;0;140;10850.0;4375.0;
Departamento;Narvarte;2;1;1;68;8400.0;3552.5;4032.0
Tienda/Salón;Narvarte;0;0;0;720;175000.0;;24675.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;30;6300.0;;
Conjunto Comercial/Sala;Santa Fe;0;8;0;250;51625.0;35234.5;9677.5
Conjunto Comercial/Sala;Santa Fe;1;1;0;21;3325.0;2590.0;591.5
Departamento;Del Valle;3;0;0;111;8050.0;2684.5;444.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;43;3500.0;1960.0;1134.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;24;1155.0;2030.0;276.5
Departamento;Coyoacán;2;0;0;75;10150.0;2450.0;
Departamento;Condesa;1;0;0;31;4550.0;1750.0;
Conjunto Comercial/Sala;Nativitas;0;0;0;24;4200.0;;77.0
Casa;Del Valle;2;0;0;46;6475.0;626.5;101.5
Departamento;La Condesa;1;0;0;50;4900.0;1575.0;70.0
Departamento;Narvarte;3;0;0;120;8400.0;2401.0;273.0
Departamento;San Pedro de los Pinos;1;1;0;62;8750.0;3430.0;402.5
Conjunto Comercial/Sala;Roma;0;3;0;238;52500.0;32840.5;5775.0
Departamento;Santa Fe;3;2;1;350;24500.0;9450.0;2100.0
Departamento;Coyoacán;2;1;1;114;17850.0;3458.0;724.5
Casa de Condominio;Santa Fe;5;3;4;407;31500.0;3671.5;29491.0
Departamento;Polanco;3;0;0;85;8750.0;2765.0;
Departamento;Ciudad de los Deportes;3;1;0;57;1925.0;959.0;45.5
Departamento;Santa Fe;3;2;1;117;15750.0;3500.0;2184.0
Departamento;Loma Bonita;2;0;0;57;3325.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;129;10500.0;4900.0;280.0
Departamento;Santa Fe;1;1;0;58;6300.0;3381.0;
Departamento;Centro Histórico;1;0;0;55;2975.0;1225.0;122.5
Departamento;Lomas de Chapultepec;4;2;2;180;62650.0;17500.0;2800.0
Tienda/Salón;La Merced;0;1;0;40;4550.0;;539.0
Departamento;Coyoacán;3;1;1;150;24500.0;5985.0;1400.0
Departamento;Lomas de Chapultepec;2;1;1;110;13650.0;5635.0;
Conjunto Comercial/Sala;Centro Histórico;0;1;0;400;192500.0;14287.0;4263.0
Conjunto Comercial/Sala;Polanco;0;1;0;30;8750.0;3766.0;777.0
Conjunto Comercial/Sala;Santa Fe;0;4;0;149;25900.0;16688.0;4375.0
Departamento;Napoles;3;1;0;104;12600.0;4725.0;
Tienda/Salón;Centro Histórico;0;0;0;450;66500.0;3500.0;2800.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;250;34650.0;8750.0;2450.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;210;52500.0;22561.0;2712.5
Casa de Condominio;Santa Fe;4;7;4;496;70000.0;5250.0;4571.0
Departamento;Narvarte;2;1;1;80;6300.0;4133.5;
Tienda/Salón;Nativitas;0;0;0;131;17500.0;;
Departamento;Centro Histórico;1;0;0;28;3150.0;1561.0;84.0
Departamento;Lomas de Chapultepec;4;2;1;142;22750.0;6265.0;1652.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;1050.0;2502.5;420.0
Departamento;Juárez;1;0;0;27;3500.0;1256.5;101.5
Departamento;Las Águilas;2;1;0;50;3150.0;1225.0;56.0
Edificio Completo;Coyoacán;0;0;0;800;630000.0;;
Departamento;Santa Fe;4;3;4;304;42000.0;13034.0;2817.5
Departamento;Condesa;1;0;0;35;6300.0;3675.0;455.0
Cocineta;Nativitas;1;0;0;22;2800.0;1095.5;87.5
Departamento;Narvarte;3;1;0;115;7875.0;3500.0;612.5
Departamento;San Rafael;2;0;0;75;4200.0;525.0;70.0
Departamento;Nueva Santa María;1;1;0;62;3150.0;1942.5;
Departamento;Condesa;2;0;0;67;7700.0;2114.0;
Departamento;Santa Fe;2;1;0;53;4900.0;2355.5;
Departamento;Narvarte;1;0;0;35;2800.0;1330.0;84.0
Departamento;Condesa;1;0;0;50;5600.0;2331.0;322.0
Departamento;Condesa;2;1;2;80;21000.0;12467.0;1095.5
Departamento;Napoles;2;1;0;90;8750.0;2800.0;
Departamento;Santa Fe;4;2;4;144;24500.0;5075.0;612.5
Departamento;Roma;3;1;2;110;21000.0;4917.5;1011.5
Departamento;Santa Fe;2;1;1;69;7875.0;3325.0;2450.0
Departamento;Culhuacán CTM;1;0;0;40;2380.0;840.0;
Departamento;Santa Fe;2;1;0;104;17500.0;6832.0;2275.0
Departamento;Condesa;1;0;0;50;4550.0;2446.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;44;3500.0;1904.0;
Departamento en Hotel;Lomas de Chapultepec;1;1;0;55;24500.0;3.5;3.5
Departamento;Coyoacán;2;1;1;110;20650.0;9800.0;945.0
Departamento;Roma;1;0;0;40;4900.0;1470.0;84.0
Conjunto Comercial/Sala;Peralvillo;0;0;0;20;2100.0;1638.0;196.0
Casa;San Miguel Chapultepec;3;0;0;100;10500.0;;766.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;7000.0;4200.0;700.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;295;46354.0;18543.0;1032.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;1055;184625.0;102280.5;
Departamento;Bosques de las Lomas;2;1;1;70;11550.0;2572.5;742.0
Departamento;Santa Fe;3;1;2;97;8925.0;4571.0;896.0
Departamento;Condesa;4;2;1;298;26250.0;9163.0;1067.5
Departamento;Santa Fe;2;1;1;90;9800.0;3115.0;857.5
Departamento;Condesa;4;1;1;154;15050.0;4900.0;
Departamento;Coyoacán;3;1;1;112;35000.0;4560.5;770.0
Departamento;Napoles;2;0;1;70;21000.0;4200.0;805.0
Departamento;Santa Fe;2;1;2;90;7000.0;5215.0;
Departamento;Santa Fe;4;2;2;145;21000.0;6300.0;23765.0
Casa Comercial;Santa Fe;0;12;0;1150;245000.0;;
Conjunto Comercial/Sala;Santa Fe;0;2;0;120;23450.0;13870.5;30100.0
Tienda/Salón;Santa Fe;0;1;0;70;19250.0;3300.5;13856.5
Departamento;Del Valle;3;1;1;110;25200.0;4725.0;
Terreno Estándar;Villa de Guadalupe;0;0;0;2000;84000.0;;1750.0
Departamento;Narvarte;2;0;2;68;5600.0;2121.0;217.0
Departamento;Condesa;3;0;1;115;10150.0;3325.0;357.0
Departamento;Santa Fe;4;4;4;235;59500.0;15400.0;5047.0
Departamento;Roma;2;0;0;95;;3535.0;595.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;62;7000.0;2520.0;584.5
Departamento;Roma;3;0;0;157;9450.0;3395.0;700.0
Departamento;Las Águilas;2;1;1;50;3500.0;1470.0;105.0
Departamento;Las Águilas;2;1;1;69;4550.0;2681.0;
Casa;San Pedro de los Pinos;3;2;1;234;35000.0;;1067.5
Departamento;Santa Fe;2;1;1;130;10500.0;4935.0;819.0
Departamento;Narvarte;2;1;0;86;3850.0;1869.0;
Conjunto Comercial/Sala;Industrial Vallejo;0;1;0;29;5250.0;2194.5;108.5
Tienda/Salón;Centro Histórico;0;0;0;48;3500.0;4900.0;490.0
Departamento;Del Valle;2;1;0;75;7700.0;3132.5;374.5
Tienda en Centro Comercial;Santa Fe;0;1;0;42;3500.0;3010.0;1690.5
Departamento;Coyoacán;3;1;0;140;11900.0;4277.0;
Departamento;Coyoacán;4;3;1;232;31465.0;15750.0;4200.0
Departamento;Lomas de Chapultepec;1;0;1;57;13125.0;2555.0;728.0
Departamento;Condesa;1;0;0;39;5250.0;2625.0;
Conjunto Comercial/Sala;Santa Fe;0;6;0;195;35000.0;12967.5;2387.0
Departamento;Lomas de Chapultepec;3;1;0;150;21000.0;5250.0;1445.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;131;15750.0;5425.0;7350.0
Departamento;Narvarte;2;1;0;67;6300.0;3290.0;322.0
Departamento;Santa Fe;3;1;1;104;10500.0;6300.0;980.0
Departamento;Roma;2;1;0;70;9800.0;2625.0;43645.0
Departamento;Coyoacán;4;2;1;140;24500.0;8750.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;101;19250.0;9121.0;
Departamento;Lomas de Chapultepec;3;1;1;150;26250.0;2695.0;1946.0
Departamento;Condesa;2;0;0;72;;2975.0;
Departamento;Lomas de Chapultepec;3;2;1;156;42000.0;9800.0;1715.0
Conjunto Comercial/Sala;Peralvillo;0;1;0;21;2975.0;1260.0;280.0
Departamento;Coyoacán;4;3;2;230;26250.0;13580.0;2478.0
Departamento;Loma Bonita;2;0;0;58;2975.0;;
Departamento;Santa Fe;3;1;1;102;8750.0;4550.0;
Departamento;Lomas de Chapultepec;4;3;1;220;48650.0;7665.0;
Conjunto Comercial/Sala;Santa Fe;0;4;0;127;19250.0;9383.5;3059.0
Departamento;Roma;3;2;1;170;16100.0;6825.0;1960.0
Departamento;Condesa;2;0;0;45;8750.0;;
Departamento;Nueva Santa María;2;1;0;84;2450.0;2450.0;129.5
Conjunto Comercial/Sala;Narvarte;0;1;0;30;3850.0;3850.0;497.0
Departamento;Santa Fe;1;1;0;84;14000.0;;
Departamento;Bosques de las Lomas;3;3;1;270;35000.0;14000.0;3500.0
Departamento;Condesa;3;1;0;140;11200.0;3500.0;787.5
Departamento;Lomas de Chapultepec;3;0;0;120;12600.0;3174.5;724.5
Edificio Completo;Santa Fe;0;40;0;7500;2100000.0;567000.0;46725.0
Departamento;Narvarte;2;0;0;84;4550.0;1925.0;318.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;34;2800.0;3962.0;
Departamento;Bosques de las Lomas;3;1;1;120;28000.0;6650.0;1522.5
Tienda/Salón;Condesa;0;0;0;115;35000.0;2450.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;172;17500.0;9450.0;
Departamento;Narvarte;4;1;2;190;7000.0;4364.5;1235.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;190;44100.0;17587.5;3657.5
Departamento;Roma;2;1;1;68;14000.0;3045.0;700.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;38;10780.0;4095.0;805.0
Departamento;Condesa;2;1;0;69;7000.0;2488.5;
Departamento;Casa Blanca;2;0;0;60;3150.0;87.5;
Conjunto Comercial/Sala;Centro Histórico;0;7;0;650;70000.0;75950.0;80500.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;4;0;217;182000.0;28997.5;10244.5
Tienda/Salón;San Juan Xalpa;0;0;0;14000;525000.0;;21000.0
Tienda/Salón;Coyoacán;0;1;0;45;13650.0;5197.5;1620.5
Loft;Lomas de Chapultepec;1;1;0;50;13650.0;7157.5;1078.0
Departamento;Lomas de Chapultepec;3;1;0;190;27965.0;14000.0;2450.0
Departamento;San Miguel Chapultepec;3;1;0;80;4550.0;2520.0;245.0
Departamento;Coyoacán;3;2;1;240;31150.0;5600.0;1400.0
Departamento;Coyoacán;4;3;2;240;36750.0;13300.0;3650.5
Departamento;Del Valle Centro;2;1;0;55;3500.0;1816.5;59.5
Departamento;Santa Fe;2;1;0;58;4550.0;2677.5;
Departamento;Condesa;2;1;0;65;8050.0;2369.5;
Departamento;Centro Histórico;1;0;0;35;3325.0;1190.0;84.0
Tienda/Salón;Condesa;0;1;0;340;87500.0;980.0;4200.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;72;7000.0;2380.0;
Departamento;Condesa;3;1;1;230;29750.0;11725.0;
Departamento;Santa Fe;2;2;1;78;8715.0;3850.0;560.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3850.0;3500.0;420.0
Galpón/Depósito/Almacén;Santa Fe;0;0;0;1100;490000.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;208;17500.0;9345.0;1855.0
Departamento;Juárez;2;0;0;71;7000.0;2537.5;364.0
Departamento;La Condesa;2;0;0;62;4550.0;1732.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;18550.0;13426.0;16366.0
Cocineta;Condesa;1;0;0;38;5250.0;1505.0;
Departamento;San Rafael;2;1;1;73;6125.0;2502.5;357.0
Departamento;Santa Fe;4;2;2;165;20300.0;6860.0;31437.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;5250.0;2450.0;455.0
Departamento;Lomas de Chapultepec;2;0;1;60;12250.0;4340.0;539.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2975.0;2030.0;395.5
Departamento;Narvarte;3;0;0;75;5250.0;3069.5;126.0
Departamento;Narvarte;3;0;0;75;7700.0;2625.0;238.0
Departamento;Condesa;1;0;0;35;15750.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;26;3325.0;1841.0;294.0
Departamento;Coyoacán;3;1;1;157;73500.0;11550.0;2313.5
Departamento;Santa Fe;2;0;0;100;13300.0;5005.0;532.0
Tienda/Salón;Santa Fe;0;4;0;250;87500.0;;8778.0
Departamento;Coyoacán;3;2;1;100;19950.0;4634.0;1277.5
Departamento;Santa Fe;2;1;1;80;6125.0;4200.0;304.5
Departamento;Lomas de Chapultepec;3;1;1;178;42000.0;5351.5;1862.0
Tienda en Centro Comercial;Santa Fe;0;1;0;25;3500.0;2730.0;385.0
Departamento;Coyoacán;1;0;0;45;9450.0;2275.0;175.0
Departamento;Roma;3;1;1;102;19600.0;4515.0;896.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;74;7000.0;6751.5;1218.0
Departamento;San Miguel Chapultepec;3;1;1;110;6300.0;2922.5;346.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;130;10150.0;11270.0;3475.5
Departamento;Coyoacán;2;1;2;85;15750.0;4550.0;563.5
Departamento;Coyoacán;2;1;1;105;14000.0;6300.0;1246.0
Departamento;Lomas de Chapultepec;4;2;2;150;43715.0;8162.0;1960.0
Departamento;Santa Fe;2;1;1;69;8750.0;3395.0;
Departamento;Coyoacán;3;0;1;140;17776.5;4098.5;875.0
Casa;Arboledas;4;3;0;120;5250.0;;
Departamento;Condesa;1;1;1;42;6650.0;2275.0;
Conjunto Comercial/Sala;San Sebastián;0;0;0;90;6300.0;2334.5;175.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2100.0;3150.0;280.0
Departamento;Coyoacán;3;1;2;130;29750.0;7770.0;1890.0
Departamento;Condesa;2;0;0;82;6650.0;2397.5;630.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;4550.0;2079.0;3678.5
Conjunto Comercial/Sala;Condesa;0;0;0;460;157500.0;24500.0;6650.0
Departamento;Condesa;3;1;1;110;9100.0;3850.0;525.0
Departamento;San Ángel;3;1;1;130;11532.5;5110.0;945.0
Departamento;Condesa;4;1;1;215;70000.0;8050.0;2345.0
Departamento;Del Valle;2;0;0;80;8750.0;1260.0;297.5
Departamento;Santa Fe;1;1;0;70;5250.0;3885.0;10675.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;195;5250.0;9509.5;
Departamento;Polanco;2;0;0;80;6650.0;2800.0;483.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;600;157500.0;35700.0;8400.0
Departamento;Condesa;2;0;0;80;9100.0;1575.0;437.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;4550.0;4375.0;
Conjunto Comercial/Sala;Centro Histórico;0;1;0;21;2450.0;1158.5;63.0
Departamento;Lomas de Chapultepec;3;2;2;200;56000.0;14700.0;2520.0
Departamento;Roma Norte;3;1;1;144;8746.5;350.0;437.5
Departamento;Villa de Guadalupe;1;1;0;36;3500.0;;
Departamento;Arboledas;2;1;1;50;3850.0;1806.0;
Departamento;Polanco;2;1;1;80;10150.0;3850.0;420.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;4550.0;3300.5;1284.5
Departamento;Narvarte;3;2;0;74;8750.0;2747.5;325.5
Departamento;Narvarte;3;1;1;150;8750.0;4200.0;612.5
Departamento;Roma;2;1;1;100;19425.0;4515.0;1193.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;33;350.0;;350.0
Departamento;Bosques de las Lomas;3;1;1;120;14000.0;2625.0;1400.0
Departamento;Roma;3;2;1;157;15750.0;6825.0;1260.0
Departamento;Condesa;2;2;1;80;7350.0;4294.5;
Casa de Condominio;Lomas de Chapultepec;4;4;4;653;52500.0;12155.5;
Departamento;San Miguel Chapultepec;1;0;0;45;4200.0;1484.0;84.0
Conjunto Comercial/Sala;Roma;0;3;0;300;115500.0;29400.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;205;52500.0;6825.0;3.5
Departamento;Condesa;2;0;0;58;6300.0;2362.5;444.5
Departamento;Napoles;1;0;0;70;8750.0;1841.0;
Casa;Villa de Guadalupe;3;3;1;130;13300.0;;
Departamento en Hotel;Bosques de las Lomas;1;1;0;57;15750.0;6597.5;875.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;4550.0;2625.0;
Departamento;Tlalpan;3;1;1;100;15750.0;3850.0;910.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;2100.0;1120.0;196.0
Departamento;San Ángel;2;1;1;68;9800.0;2975.0;385.0
Departamento;Roma;1;0;0;42;5250.0;1025.5;301.0
Departamento;Narvarte;2;1;0;67;7000.0;2660.0;
Departamento;Roma;2;1;2;60;8750.0;3850.0;560.0
Departamento;Roma;3;1;0;110;20825.0;5061.0;1011.5
Conjunto Comercial/Sala;Coyoacán;0;0;0;60;42000.0;;
Tienda/Salón;Roma;0;5;0;511;220318.0;;
Cocineta;Centro Histórico;1;0;0;33;2800.0;1995.0;
Departamento;Santa Fe;2;1;2;93;12250.0;4725.0;
Departamento;Roma;2;1;2;136;16800.0;4200.0;
Departamento;Condesa;2;0;0;54;7700.0;2107.0;245.0
Departamento;Condesa;4;1;1;300;15750.0;7700.0;
Departamento;Santa Fe;5;2;2;540;35000.0;6300.0;6300.0
Departamento;San Ángel;1;0;0;50;105000.0;8750.0;17500.0
Departamento;Las Águilas;2;1;0;55;2800.0;1295.0;56.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;500;47250.0;33075.0;9450.0
Departamento;Santa Fe;5;3;3;450;28000.0;9100.0;4375.0
Departamento;La Condesa;1;0;0;50;4550.0;2240.0;199.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;24500.0;22729.0;1746.5
Edificio Completo;Coyoacán;0;0;0;380;77000.0;;
Departamento;Santa Fe;2;1;0;90;10500.0;5565.0;892.5
Departamento;Roma;2;1;2;85;16275.0;4581.5;707.0
Cocineta;Centro Histórico;1;0;0;35;2450.0;1092.0;98.0
Departamento;Coyoacán;1;0;0;65;14000.0;1750.0;525.0
Departamento;Del Valle;2;0;1;48;3850.0;700.0;
Casa;Santa Fe;6;3;4;273;77000.0;8050.0;87500.0
Departamento;Polanco;3;1;1;130;20300.0;6055.0;875.0
Departamento;Santa Fe;2;1;1;98;7875.0;5215.0;822.5
Departamento;Santa Fe;4;3;4;256;29750.0;10150.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;24500.0;24237.5;1746.5
Conjunto Comercial/Sala;Villa de Guadalupe;0;1;0;20;3500.0;1155.0;
Departamento;Narvarte;1;1;0;47;3850.0;2100.0;
Casa;Los Alpes;3;0;3;350;22750.0;6650.0;35000.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;145;18200.0;9625.0;
Casa;San Ángel;6;5;6;800;105000.0;5250.0;630.0
Departamento;Lomas de Chapultepec;2;1;1;92;15750.0;4200.0;1074.5
Departamento;Narvarte;3;1;0;100;5950.0;2940.0;385.0
Departamento;La Condesa;1;0;0;60;5250.0;2712.5;
Departamento;San Ángel;2;1;0;75;11550.0;1750.0;3899.0
Conjunto Comercial/Sala;Centro Histórico;0;1;0;536;169036.0;52034.5;6863.5
Conjunto Comercial/Sala;Villa de Guadalupe;0;1;0;23;2800.0;2156.0;185.5
Departamento;Bosques de las Lomas;1;1;0;50;8050.0;5040.0;1578.5
Tienda/Salón;San Miguel Chapultepec;0;0;0;100;11550.0;;
Departamento;San Pedro de los Pinos;1;1;0;62;7700.0;2782.5;455.0
Departamento;San José Insurgentes;2;1;0;71;2135.0;2065.0;
Departamento;Narvarte;1;0;0;80;6650.0;1925.0;178.5
Departamento;Peralvillo;2;1;1;65;5250.0;1540.0;122.5
